,no,time,xc,yc,v_x,v_y,v_n_x,v_n_y,near_1_dis_x,near_1_dis_y,near_1_v_x,near_1_v_y,near_2_dis_x,near_2_dis_y,near_2_v_x,near_2_v_y,near_3_dis_x,near_3_dis_y,near_3_v_x,near_3_v_y,near_4_dis_x,near_4_dis_y,near_4_v_x,near_4_v_y,near_5_dis_x,near_5_dis_y,near_5_v_x,near_5_v_y,near_cnt
0,1,0,3.6501,0.38370000000000015,0.0,0.0,0.42799999999999727,0.035999999999996035,-0.8069000000000001,0.9046666666666668,0.0,0.0,-0.9228999999999999,0.7566666666666668,0.0,0.0,-0.6875333333333333,0.7001999999999999,0.0,0.0,-0.8539,0.5424666666666669,0.0,0.0,-0.6914333333333333,0.49473333333333347,0.0,0.0,5
1,2,0,3.0708,0.6696999999999997,0.0,0.0,0.11499999999999844,0.17300000000000537,0.884,0.852,0.0,0.0,0.8069000000000001,-0.9046666666666668,0.0,0.0,-0.8806333333333333,0.7955333333333332,0.0,0.0,0.953,0.6378000000000001,0.0,0.0,-0.6136999999999999,0.8987333333333334,0.0,0.0,5
2,3,0,3.4188,1.1136999999999997,0.0,0.0,0.3559999999999963,-0.1049999999999951,-0.884,-0.852,0.0,0.0,-0.931,0.7858,0.0,0.0,-0.7646333333333333,0.9435333333333332,0.0,0.0,0.9228999999999999,-0.7566666666666668,0.0,0.0,-0.7685333333333334,0.7380666666666666,0.0,0.0,5
3,4,0,1.9119000000000002,0.9734999999999996,0.0,0.0,-0.026999999999999247,-0.047999999999994714,0.7330666666666668,0.8967999999999998,0.0,0.0,0.6136999999999999,-0.8987333333333334,0.0,0.0,0.7291666666666667,0.6913333333333334,0.0,0.0,0.49770000000000003,0.9532666666666666,0.0,0.0,0.5667,0.7390666666666668,0.0,0.0,5
4,5,0,2.7127,1.2831000000000001,0.0,0.0,0.08199999999999541,-0.06800000000000139,0.9960999999999999,0.7945333333333334,0.0,0.0,0.8336333333333332,0.8422666666666668,0.0,0.0,0.8806333333333333,-0.7955333333333332,0.0,0.0,0.7646333333333333,-0.9435333333333332,0.0,0.0,-0.7330666666666668,-0.8967999999999998,0.0,0.0,5
5,6,0,2.7244,1.8994999999999997,0.0,0.0,0.16799999999999926,-0.08399999999999963,0.8375333333333334,-0.9522666666666666,0.0,0.0,0.8940666666666667,0.8433666666666667,0.0,0.0,-0.9960999999999999,-0.7945333333333334,0.0,0.0,0.8926000000000002,0.6875,0.0,0.0,0.7685333333333334,-0.7380666666666666,0.0,0.0,5
6,7,0,3.2118,1.7562999999999995,0.0,0.0,0.3369999999999962,-0.07899999999999352,-0.8375333333333334,0.9522666666666666,0.0,0.0,-0.9434666666666667,0.7956333333333333,0.0,0.0,0.931,-0.7858,0.0,0.0,-0.8336333333333332,-0.8422666666666668,0.0,0.0,-0.9449333333333332,0.6397666666666666,0.0,0.0,5
7,8,0,3.0422000000000002,2.3693999999999997,0.0,0.0,0.1869999999999994,0.07200000000000095,0.9985333333333335,0.8441333333333333,0.0,0.0,-0.8940666666666667,-0.8433666666666667,0.0,0.0,0.9434666666666667,-0.7956333333333333,0.0,0.0,-0.9992333333333333,0.6697666666666666,0.0,0.0,-0.8901666666666666,-0.6379000000000001,0.0,0.0,5
8,9,0,3.0465999999999998,2.8369999999999997,0.0,0.0,0.17199999999999882,-0.08599999999999497,-0.9985333333333335,-0.8441333333333333,0.0,0.0,-0.9977666666666668,0.8256333333333332,0.0,0.0,-0.7870666666666667,0.8100666666666667,0.0,0.0,-0.8926000000000002,-0.6875,0.0,0.0,0.9449333333333332,-0.6397666666666666,0.0,0.0,5
9,10,0,3.0399000000000003,3.3601,0.0,0.0,0.2579999999999938,-0.007999999999999119,0.9977666666666668,-0.8256333333333332,0.0,0.0,-0.7892999999999999,0.9844333333333335,0.0,0.0,-0.9169666666666666,0.7977333333333334,0.0,0.0,0.9992333333333333,-0.6697666666666666,0.0,0.0,-0.704633333333333,0.8209666666666667,0.0,0.0,5
